t (s); p (bar); mp_in (kg/s); mp_out (kg/s)
1.838637e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.839369e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.840101e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.840834e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.841566e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.842298e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.843030e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.843763e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.844495e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.845227e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.845959e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.846692e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.847424e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.848156e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.848888e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.849621e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.850353e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.851085e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.851817e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.852549e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.853282e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.854014e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.854746e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.855478e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.856211e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.856943e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.857675e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.858407e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.859140e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.859872e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.860604e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.861336e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.862068e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.862801e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.863533e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.864265e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.864997e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.865730e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.866462e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.867194e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.867926e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.868659e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.869391e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.870123e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.870855e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.871588e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.872320e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.873052e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.873784e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.874516e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.875249e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.875981e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.876713e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.877445e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.878178e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.878910e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.879642e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.880374e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.881107e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.881839e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.882571e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.883303e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.884035e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.884768e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.885500e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.886232e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.886964e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.887697e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.888429e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.889161e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.889893e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.890626e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.891358e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.892090e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.892822e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.893555e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.894287e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.895019e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.895751e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.896483e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.897216e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.897948e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.898680e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.899412e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.900145e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.900877e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.901609e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.902341e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.903074e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.903806e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.904538e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.905270e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.906002e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.906735e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.907467e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.908199e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.908931e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.909664e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.910396e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.911128e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.911860e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.912593e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.913325e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.914057e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.914789e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.915521e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.916254e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.916986e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.917718e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.918450e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.919183e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.919915e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.920647e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.921379e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.922112e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.922844e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.923576e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.924308e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.925041e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.925773e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.926505e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.927237e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.927969e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.928702e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.929434e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.930166e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.930898e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.931631e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.932363e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.933095e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.933827e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.934560e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.935292e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.936024e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.936756e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.937488e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.938221e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.938953e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.939685e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.940417e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.941150e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.941882e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.942614e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.943346e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.944079e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.944811e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.945543e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.946275e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.947008e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.947740e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.948472e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.949204e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.949936e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.950669e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.951401e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.952133e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.952865e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.953598e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.954330e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.955062e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.955794e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.956527e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.957259e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.957991e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.958723e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.959455e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.960188e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.960920e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.961652e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.962384e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.963117e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.963849e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.964581e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.965313e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.966046e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.966778e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.967510e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.968242e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.968975e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.969707e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.970439e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.971171e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.971903e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.972636e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.973368e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.974100e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.974832e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.975565e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.976297e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.977029e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.977761e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.978494e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.979226e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.979958e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.980690e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.981422e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.982155e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.982887e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.983619e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.984351e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.985084e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.985816e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.986548e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.987280e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.988013e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.988745e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.989477e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.990209e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.990941e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.991674e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.992406e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.993138e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.993870e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.994603e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.995335e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.996067e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.996799e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.997532e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.998264e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.998996e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
1.999728e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.000461e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.001193e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.001925e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.002657e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.003389e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.004122e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.004854e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.005586e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.006318e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.007051e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.007783e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.008515e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.009247e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.009980e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.010712e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.011444e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.012176e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.012908e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.013641e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.014373e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.015105e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.015837e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.016570e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.017302e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.018034e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.018766e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.019499e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.020231e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.020963e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.021695e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.022428e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.023160e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.023892e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.024624e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.025356e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.026089e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.026821e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.027553e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.028285e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.029018e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.029750e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.030482e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.031214e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.031947e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.032679e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.033411e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.034143e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.034875e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.035608e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.036340e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.037072e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.037804e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.038537e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.039269e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.040001e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.040733e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.041466e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.042198e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.042930e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.043662e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.044394e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.045127e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.045859e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.046591e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.047323e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.048056e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.048788e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.049520e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.050252e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.050985e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.051717e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.052449e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.053181e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.053914e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.054646e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.055378e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.056110e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.056842e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.057575e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.058307e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.059039e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.059771e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.060504e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.061236e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.061968e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.062700e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.063433e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.064165e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.064897e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.065629e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.066361e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.067094e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.067826e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.068558e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.069290e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.070023e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.070755e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.071487e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.072219e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.072952e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.073684e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.074416e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.075148e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.075881e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.076613e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.077345e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.078077e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.078809e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.079542e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.080274e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.081006e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.081738e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.082471e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.083203e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.083935e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.084667e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.085400e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.086132e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.086864e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.087596e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.088328e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.089061e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.089793e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.090525e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.091257e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.091990e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.092722e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.093454e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.094186e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.094919e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.095651e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.096383e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.097115e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.097848e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.098580e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.099312e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.100044e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.100776e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.101509e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.102241e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.102973e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.103705e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.104438e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.105170e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.105902e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.106634e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.107367e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.108099e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.108831e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.109563e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.110295e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.111028e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.111760e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.112492e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.113224e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.113957e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.114689e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.115421e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.116153e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.116886e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.117618e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.118350e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.119082e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.119814e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.120547e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.121279e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.122011e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.122743e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.123476e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.124208e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.124940e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.125672e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.126405e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.127137e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.127869e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.128601e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.129334e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
2.130066e+00; 4.300105e+05, 0.000000e+00, 0.000000e+00
